Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU3,61.163343016437736,68.0,83.0,7766.836425685233,Non-binary,23.0,13.0,59.0,6.0,Carrier C,1.7295685635434288,Supplier 5,Kolkata,24.0,937.0,18.0,35.62474139712503,Fail,4.74664862064775,Rail,Route A,254.77615921928663
,SKU4,12.91652613449503,26.0,1676.956043907084,2686.505151567447,Non-binary,5.0,3.0,,13.782469116146931,Carrier A,3.890547915870672,Supplier 1,Delhi,5.0,414.0,3.0,92.06516059871284,Fail,3.145579522833002,air,Route A,923.4406317119222
haircare,SKU5,1.6999760138659377,87.0,147.0,2828.348745975759,Non-binary,,27.0,66.0,3.0,Carrier B,4.444098864382293,Supplier 4,Bangalore,10.0,104.0,17.0,155.4685453056216,Fail,2.7791935115711617,ROad,Route A,235.4612367355375
skincare,SKU6,4.078332863107945,48.0,65.0,,Male,11.0,15.0,58.0,8.0,Carrier C,3.880763302952003,Supplier 3,Kolkata,14.0,314.0,24.0,1.0850685695870688,Pending,1.0009106193041355,sea,Route A,134.36909686103172
cosmetics,SKU7,42.95838438246007,59.0,426.0,8496.103813089838,Female,93.0,17.0,11.0,1.0,Carrier B,2.3483387844177805,Supplier 4,Bangalore,22.0,564.0,1.0,99.46610860359912,Fail,0.3981771868506506,ROad,Route C,802.0563118175586
cosmetics,SKU8,68.71759674852733,78.0,150.0,7517.363210631127,Female,5.0,10.0,15.0,7.0,Carrier C,3.4047338570830266,Supplier 4,Mumbai,13.0,769.0,8.0,11.423027139565695,Pending,2.709862691109961,sea,Route B,505.55713422546415
skincare,SKU9,64.01573294127854,35.0,980.0,,Unknown,14.0,27.0,83.0,,Carrier A,7.166645291048216,Supplier 2,Chennai,29.0,963.0,23.0,47.95760163495158,,3.844614478767585,Rail,Route B,995.9294614986416
skincare,SKU10,15.707795681912138,11.0,996.0,2330.965802091949,Non-binary,51.0,13.0,80.0,,Carrier C,8.673211211278613,Supplier 5,Kolkata,18.0,830.0,5.0,96.52735278531092,Pass,1.7273139283559424,ROad,Route B,806.103177702923
skincare,,90.63545998228868,244.44277029078734,960.0,6099.944115581452,Female,46.0,23.0,60.0,1.0,Carrier A,4.523943124316663,Supplier 2,Kolkata,28.0,362.0,,27.592363086663696,Pending,0.0211698213729943,air,Route A,126.72303340940724
haircare,SKU12,71.21338907536008,41.0,336.0,2873.7414460214413,Unknown,100.0,30.0,85.0,4.0,Carrier A,1.325274010184522,Supplier 4,Kolkata,3.0,1679.7096843055265,3.0,32.32128621342403,Fail,2.161253747555912,ROad,Route B,402.9687890737706
skincare,SKU13,16.160393317379977,5.0,249.0,4052.738416237866,Male,80.0,8.0,48.0,9.0,Carrier A,9.537283061108338,Supplier 5,Bangalore,,173.0,10.0,97.82905011017328,Pending,1.6310742300715386,ROad,Route B,547.2410051609685
skincare,SKU14,99.1713286386242,,562.0,8653.570926469802,Non-binary,54.0,73.78095695347122,78.0,8.614043197591831,Carrier B,2.039770189449332,Supplier 1,Kolkata,25.0,558.0,14.0,5.791436629862989,Pending,0.1006828515650937,air,Route B,929.2352899608896
skincare,SKU15,36.98924492862691,94.0,469.0,5442.086785397673,Non-binary,9.0,20.353367435440337,69.0,7.0,Carrier B,2.4220397232752044,Supplier 1,Bangalore,14.0,580.0,7.0,97.12128175147431,Pass,2.264405761198549,sea,Route B,127.8618000016254
skincare,SKU16,7.547172109791272,74.0,280.0,6453.797968176285,Female,2.0,5.0,78.0,1.0,Carrier B,4.191324585705502,Supplier 1,Bangalore,3.0,399.0,,77.10634249785001,Pass,1.012563089258049,air,Route A,865.5257797712403
cosmetics,SKU17,81.46253436923702,82.0,126.0,2629.396434845262,Female,45.0,17.0,85.0,9.0,Carrier C,3.585418958232342,,,,453.0,16.0,47.679680368355335,Fail,,air,Route C,670.9343907924103
haircare,SKU18,36.443627770460935,,620.0,9364.673505076173,Unknown,10.0,10.0,46.0,8.0,Carrier C,4.339224714110709,Supplier 2,Kolkata,18.0,374.0,17.0,27.10798085484392,Pending,2.231939110729264,sea,Route A,593.4802587206518
skincare,SKU19,51.12387008796474,100.0,187.0,2553.495584991215,Unknown,48.0,11.0,94.0,3.0,Carrier A,4.742635882841877,Supplier 4,Chennai,20.0,694.0,16.0,82.37332058799021,,3.646450865417029,ROad,Route C,477.3076310909034
skincare,SKU20,,22.0,320.0,8128.027696851192,Unknown,27.0,12.0,68.0,6.0,Carrier A,23.44200004385313,Supplier 1,Chennai,29.0,309.0,6.0,,Pass,4.231416573534539,air,Route B,493.87121531620585
cosmetics,SKU21,84.89386898495083,60.0,601.0,7087.052696357437,Unknown,69.0,63.60427323575105,7.0,,Carrier B,6.037883769218298,Supplier 5,Chennai,19.0,791.0,4.0,61.73572895416093,Pending,0.0186075676310149,air,Route C,523.360914720158
haircare,SKU22,27.67978088650196,55.0,884.0,2390.8078665561734,Unknown,71.0,1.0,63.0,10.0,Carrier A,9.56764892092304,Supplier 4,Kolkata,22.0,780.0,28.0,50.12083961297735,Fail,2.591275473211116,Rail,Route C,205.57199582694707
,SKU23,4.324341185864164,30.0,391.0,8858.367571011484,Unknown,84.0,5.0,29.0,7.0,Carrier A,2.924857601145554,Supplier 5,Kolkata,11.0,568.0,29.0,98.60995724270389,Pending,1.342291562722734,Rail,Route A,196.32944611241268
haircare,SKU24,4.156308359311108,32.0,209.0,19764.380810835966,Male,,66.14844416518109,2.0,13.782469116146931,Carrier C,9.741291689284369,Supplier 2,,28.0,447.0,3.0,40.382359702924816,Pending,3.691310292628728,air,Route A,758.7247726029383
haircare,SKU25,39.62934398509263,73.0,142.0,2174.777054350654,Male,82.0,11.0,52.0,3.0,Carrier C,2.231073681281728,Supplier 4,Kolkata,19.0,934.0,23.0,78.28038311841539,Pending,8.652883698939057,ROad,Route B,458.535945739209
haircare,SKU26,97.44694661789282,9.0,353.0,8117.312117620635,Male,59.0,16.0,48.0,4.0,Carrier B,6.507548621078551,Supplier 2,Bangalore,68.61264198343088,171.0,4.0,,Pass,2.119319736724923,Rail,Route A,617.8669164583772
cosmetics,SKU27,92.55736081240202,42.0,352.0,2686.457223575984,Unknown,90.0623269446711,,62.0,8.0,Carrier C,7.406750952998074,Supplier 5,Mumbai,25.0,291.0,4.0,10.528245070042162,Fail,2.864667837883373,sea,Route B,762.4591821556837
cosmetics,SKU28,2.397274705597141,12.0,394.0,6117.324615083992,Female,48.0,38.16256394145063,24.0,6.8912345580734655,,9.898140508069222,Supplier 1,Mumbai,13.0,171.0,7.0,59.42938181069157,Fail,0.815757079295672,air,Route A,123.43702751182708
cosmetics,SKU29,63.44755918520733,7.71924537760381,,8318.903194617178,Female,45.0,5.0,67.0,7.0,Carrier B,8.100973145397031,Supplier 1,Kolkata,16.0,329.0,7.0,39.29287558606575,Pass,3.878098936588488,ROad,Route B,764.9353759407081
haircare,SKU30,8.022859210526393,10.0,327.0,6042.056973329189,Male,60.0,26.0,35.0,7.0,Carrier B,8.954528315318015,,Kolkata,27.0,806.0,30.0,51.63489340010933,Pending,0.9653947053523932,ROad,Route C,880.080988247161
skincare,SKU31,50.8473930517187,28.0,168.0,9655.135102719398,Male,6.0,17.0,,4.0,Carrier B,2.6796609649814065,Supplier 3,Chennai,24.0,461.0,8.0,60.25114566159808,Pending,2.9890000066550746,Rail,Route C,609.3792066184267
skincare,SKU32,79.20993601565672,110.64251707898795,781.0,9571.55048732782,Unknown,89.0,13.0,64.0,4.0,Carrier C,6.599104901238584,Supplier 3,Kolkata,30.0,737.0,7.0,29.69246715374977,Pass,1.946036119386113,ROad,Route A,761.1739095148776
cosmetics,SKU33,174.1614025368936,63.0,616.0,11248.276358854233,Non-binary,4.0,17.0,262.9825496918808,9.0,Carrier C,4.85827050343664,,Chennai,1.0,251.0,23.0,23.853427512896133,Fail,3.541046012250923,sea,Route A,371.255295519871
skincare,,37.46759232984246,96.0,602.0,9061.710895507724,Unknown,,26.0,21.0,7.0,Carrier A,1.019487570822119,Supplier 1,,4.0,452.0,10.0,10.754272815029331,Pass,0.6466045593720549,ROad,Route B,510.3580004335235
cosmetics,SKU35,,11.0,449.0,6541.329344802465,Female,42.0,27.0,85.0,8.0,Carrier C,5.288189990327409,Supplier 1,Delhi,7.9168433057804855,367.0,2.0,58.004787044743765,Pass,0.5411540980605811,sea,,553.4204712303558
skincare,SKU36,9.813002578754052,34.0,963.0,7573.402457848733,Female,18.0,23.0,,3.0,Carrier B,2.107951267159081,Supplier 2,Delhi,26.0,671.0,19.0,45.531364237162144,Fail,3.8055333792433537,air,Route C,403.8089742481805
skincare,SKU37,23.39984475261435,5.0,963.0,5325.656345614798,Female,,8.0,21.0,9.0,Carrier A,1.5326552735904306,Supplier 3,Kolkata,24.0,,15.0,34.34327746507538,Pending,2.610288084848113,sea,Route A,183.9329680435944
cosmetics,SKU38,52.0759306827078,75.0,705.0,,Non-binary,69.0,1.0,88.0,5.0,Carrier B,9.235931437249228,Supplier 5,Mumbai,10.0,841.0,12.0,5.930693645528318,Pending,0.6133268991645074,,Route B,339.6728699486061
skincare,SKU39,19.127477265823256,26.0,176.0,1912.4656631007608,Female,78.0,29.0,34.0,3.0,Carrier A,5.562503778830384,Supplier 2,Kolkata,30.0,791.0,6.0,24.664553620890427,Fail,1.451972203996816,air,Route B,653.6729945520332
skincare,SKU40,80.54142417094033,97.0,933.0,5724.959350456265,Female,90.0,20.0,39.0,8.0,Carrier C,7.229595139736474,Supplier 1,Kolkata,18.0,793.0,1.0,,Pending,4.213269430586566,ROad,Route A,529.8087239806919
skincare,SKU41,99.11329161531717,35.0,556.0,5521.205259010972,Female,64.0,19.0,38.0,8.0,Carrier B,5.773263743766654,Supplier 4,Chennai,18.0,892.0,7.0,95.3320645487725,Fail,0.0453022623982596,sea,Route A,275.5243711313098
skincare,SKU42,46.52916761451677,98.0,155.0,,Female,22.0,27.0,57.0,4.0,Carrier C,7.526248326851508,Supplier 5,Bangalore,26.0,179.0,7.0,96.42282063957188,Fail,,ROad,,635.6571205019919
haircare,,11.74327177630924,6.0,598.0,5737.425599119023,Unknown,36.0,29.0,85.0,9.0,Carrier B,3.6940212683884543,Supplier 5,Mumbai,1.0,206.0,23.0,26.27736595733241,Pending,,air,Route A,716.0441197593407
cosmetics,,51.35579091311039,34.0,919.0,7152.2860494355145,Female,13.0,19.0,72.0,6.0,Carrier C,7.577449657376693,Supplier 2,Delhi,7.0,834.0,18.0,22.554106620887744,Fail,2.962626320454882,Rail,Route A,610.4532696192277
haircare,SKU45,33.78413803306551,1.0,24.0,,Male,93.0,7.0,52.0,6.0,Carrier B,5.21515500871191,Supplier 2,Chennai,25.0,794.0,25.0,66.31254443999165,Pass,3.219604612084106,Rail,Route A,495.305697028474
haircare,SKU46,27.0822071998889,75.0,859.0,2556.767360633596,,92.0,,6.0,8.0,Carrier B,4.070955837084083,Supplier 3,Chennai,18.0,870.0,23.0,77.32235321105162,Pending,3.6486105925362033,ROad,Route B,380.4359371119643
skincare,,95.71213588093607,93.0,910.0,7089.474249934186,Male,4.0,15.0,51.0,9.0,Carrier B,8.97875075594997,Supplier 1,Kolkata,10.0,964.0,20.0,19.712992911293647,Pending,0.3805735867132137,Rail,Route A,581.6023550505868
haircare,SKU48,76.03554442689172,28.0,29.0,7397.07100458718,Non-binary,30.0,16.0,9.0,3.0,Carrier C,7.0958331565551385,Supplier 2,Mumbai,9.0,109.0,18.0,23.126363582464776,Fail,1.6981125407144038,Rail,Route B,768.65191395437
cosmetics,,78.89791320564004,19.0,99.0,8001.613206519002,Unknown,97.0,24.0,9.0,6.0,,2.5056210329009154,Supplier 5,Delhi,28.0,177.0,28.0,14.147815443979216,Pass,2.825813985400132,Rail,Route A,336.8901685199779
cosmetics,SKU50,14.203484264803022,91.0,633.0,5910.885389668899,Female,31.0,23.0,82.0,10.0,Carrier A,6.247860914975991,Supplier 2,Delhi,20.0,306.0,21.0,123.73281420565831,Fail,4.754800804671185,Rail,Route B,496.24865029194046
haircare,SKU51,26.70076097246173,61.0,154.0,9866.465457979695,Male,100.0,4.0,52.0,1.0,Carrier A,4.783000557947665,Supplier 5,Bangalore,18.0,673.0,,14.19032834456998,Pending,1.7729511720835571,ROad,Route A,694.9823175794459
skincare,,98.03182965646508,,820.0,9435.76260891213,Male,64.0,11.0,11.0,1.0,Carrier B,8.631052179768947,Supplier 1,Mumbai,10.0,727.0,27.0,9.166849148597151,Pending,2.1224716191438247,air,Route C,602.8984988383834
skincare,SKU53,30.34147071121421,93.0,242.0,17980.506194272093,Male,96.0,25.0,54.0,3.0,Carrier B,1.0134865660958965,Supplier 1,Delhi,1.0,631.0,17.0,83.34405899167797,Pending,,air,Route B,750.7378406682709
haircare,SKU54,31.146243160240854,11.0,622.0,6088.021479940859,Non-binary,33.0,22.0,61.0,3.0,Carrier B,4.305103471287636,Supplier 1,Kolkata,26.0,497.0,29.0,30.186023375822508,Pass,2.478771975539748,,Route B,814.0699965821875
,SKU55,79.85505834078943,16.0,701.0,,Male,97.0,11.0,11.0,5.0,Carrier A,5.014364955030907,Supplier 2,,27.0,918.0,7.667205367023345,30.3235452566165,Fail,4.548919659396385,sea,Route B,323.01292795247883
skincare,SKU56,20.986386037043378,90.0,93.0,4767.020484344137,Non-binary,25.0,58.51593137689097,229.76370130974848,5.0,Carrier C,1.7744297140717396,Supplier 1,Mumbai,24.0,2464.369803261749,,12.836284572832753,Pass,1.173755495387454,air,Route B,832.2108087060217
haircare,SKU57,,,227.0,1605.8669003924058,Unknown,5.0,18.0,,1.0,Carrier B,9.16055853538187,Supplier 2,Delhi,21.0,588.0,25.0,67.77962298707814,Pending,2.511174830212707,Rail,Route A,482.1912386025281
skincare,SKU58,59.84156137728931,81.0,,2021.149810337108,Non-binary,10.0,,44.0,7.0,Carrier A,4.93843856471209,Supplier 3,Delhi,18.0,396.0,7.0,,Fail,1.7303747198591968,ROad,Route B,110.36433523136472
cosmetics,SKU59,63.828398347710966,30.0,484.0,1061.618523013288,Non-binary,100.0,16.0,26.0,7.0,Carrier B,7.293722596867728,Supplier 1,Kolkata,11.0,176.0,4.0,1.900762243519458,Fail,0.4471940154638232,air,Route A,312.5742736100933
skincare,SKU60,17.028027920188702,16.0,380.0,8864.084349586436,Female,,27.0,72.0,8.0,Carrier C,,Supplier 4,Mumbai,29.0,929.0,24.0,87.21305781513568,Fail,2.853090616649054,Rail,Route A,430.1690969751365
haircare,SKU61,52.02874990329492,23.0,117.0,6885.589350896253,Unknown,32.0,23.0,36.0,7.0,Carrier C,9.030340422521949,Supplier 4,Kolkata,14.0,480.0,12.0,78.7023939688789,Fail,4.367470538205053,air,Route A,164.36652824341942
cosmetics,SKU62,72.79635395558736,89.0,270.0,3899.746833729224,Unknown,164.79489611152584,2.0,40.0,12.059660476628565,Carrier C,7.291701388776776,Supplier 2,Mumbai,13.0,751.0,14.0,21.048642725168644,Pass,1.8740014040443749,sea,Route C,320.8465157591116
skincare,SKU63,13.017376785287857,55.0,246.0,4256.949140850225,Non-binary,54.0,19.0,10.0,4.0,Carrier A,2.45793352798733,Supplier 3,Bangalore,18.0,736.0,10.0,20.075003975630484,Pending,3.6328432903821337,sea,Route A,687.2861778664173
skincare,,,11.0,134.0,8458.730878367178,Female,73.0,27.0,75.0,6.0,Carrier C,4.585353468194652,Supplier 1,Delhi,17.0,328.0,6.0,8.693042425877287,Fail,0.1594863147175146,air,Route C,771.2250846811575
skincare,SKU65,33.69771720664313,72.0,457.0,8354.579686481995,Male,57.0,24.0,54.0,,Carrier C,6.580541347884595,Supplier 5,Kolkata,16.0,358.0,21.0,1.5972227430506774,Fail,4.911095954842331,Rail,Route C,555.8591036717435
skincare,SKU66,,52.0,704.0,8367.721618020154,Female,13.0,17.0,19.0,8.0,Carrier A,2.2161427287713638,Supplier 5,Kolkata,24.0,867.0,28.0,42.08443673830996,Fail,3.4480632883402618,ROad,Route A,393.8433485784279
skincare,SKU67,87.75543235400107,16.0,,9473.798032508335,Unknown,,9.0,71.0,15.505277755665297,Carrier C,9.147811544710631,Supplier 1,Mumbai,26.38947768593495,198.0,16.86785180745136,7.057876146978231,Pass,0.1319554443118148,sea,Route C,169.2718013847869
haircare,SKU68,37.93181238279032,29.0,313.8275948987999,,Non-binary,0.0,8.0,58.0,8.0,Carrier B,1.1942518648849991,Supplier 2,Bangalore,2.0,375.0,18.0,97.1135815634622,Fail,1.98346787217418,Rail,Route A,299.7063031181032
skincare,SKU69,54.86552851706979,62.0,511.0,1752.3810874841247,,95.0,1.0,27.0,3.0,Carrier B,9.705286790120349,Supplier 4,Kolkata,9.0,862.0,7.0,77.62776581274817,Pending,1.3623879886491086,air,Route A,207.6632062085756
haircare,,47.914541824058766,90.0,32.0,7014.887987203389,Female,10.0,12.0,22.0,4.0,Carrier B,6.315717754600723,Supplier 1,Bangalore,22.0,775.0,16.0,11.440781823761265,Pass,1.8305755986122316,ROad,Route C,
cosmetics,SKU71,6.381533162747966,14.0,637.0,8180.337085425443,Female,76.0,2.0,26.0,6.0,Carrier A,9.228190317052515,Supplier 2,,2.0,258.0,10.0,30.66167747785956,,2.078750607874969,ROad,Route A,405.1670678888559
cosmetics,SKU72,90.20442752052809,88.0,478.0,2633.121981312256,Non-binary,57.0,29.0,77.0,9.0,Carrier A,6.599614159689544,Supplier 1,Bangalore,21.0,152.0,11.0,55.76049289524421,Pending,,Rail,Route B,677.9445698461833
cosmetics,SKU73,83.8510176813046,41.0,,7910.886916140686,Male,17.0,25.0,66.0,5.0,Carrier B,1.5129368369160772,Supplier 4,Chennai,13.0,444.0,4.0,46.87023879761716,Fail,4.620546064513706,ROad,Route A,866.4728001296578
haircare,SKU74,,64.0,904.0,5709.945295969287,Female,41.0,6.0,,5.0,Carrier A,5.237654650037448,Supplier 4,Delhi,1.0,919.0,9.0,80.58085215644782,Fail,0.3966127241099354,Rail,Route A,341.55265678322337
skincare,SKU75,92.99688423397066,29.0,204.08420281762446,1889.073589779335,Non-binary,16.0,20.0,56.0,10.0,Carrier C,2.473897761045461,Supplier 1,Chennai,25.0,759.0,11.0,48.06478264000659,Pass,2.030069088668752,air,Route C,873.1296480176514
haircare,SKU76,69.10879954743032,23.0,241.0,5328.375984297758,Male,38.0,1.0,60.901222033909235,10.0,Carrier A,7.054538336836926,Supplier 2,Bangalore,25.0,985.0,24.0,176.165528684062,Pending,2.1800374515822165,Rail,Route A,997.4134501331946
haircare,SKU77,57.44974295897148,14.0,359.0,2483.7601775427947,Unknown,96.0,28.0,57.0,4.0,Carrier B,6.780946625617895,Supplier 1,Kolkata,26.0,,5.0,42.95244474899184,Pass,3.055141818307548,ROad,Route B,852.56809891985
haircare,SKU78,6.306883176111915,50.0,946.0,1292.4584179377562,Unknown,,4.0,51.0,8.614043197591831,Carrier B,8.46704977086199,Supplier 5,Mumbai,25.0,858.0,21.0,71.12651472040338,Pending,9.335706906244818,sea,Route C,323.59220343132216
haircare,SKU79,,56.0,198.0,7888.723268427081,Non-binary,31.0,25.0,20.0,1.0,Carrier B,,Supplier 3,Bangalore,5.0,228.0,12.0,57.87090292403628,Pending,0.1658716274806082,air,Route C,351.50421933503867
skincare,SKU80,244.94064643140072,75.0,872.0,8651.672682982065,Unknown,39.0,14.0,113.4977319722854,2.0,Carrier C,2.8331846794189746,Supplier 3,Chennai,8.0,202.0,5.0,76.96122802382001,Fail,2.8496621985053308,sea,Route B,787.7798504943445
haircare,SKU81,72.81920693031822,9.0,774.0,4384.413400045863,Unknown,48.0,6.0,8.0,5.0,Carrier B,4.066277501512044,Supplier 3,Delhi,,698.0,1.533441073404669,19.789592941903603,Pending,2.547547121548712,Rail,Route B,276.77833594679885
,SKU82,17.034930739467917,13.0,336.0,2943.3818676094515,Unknown,42.0,19.0,72.0,1.0,Carrier A,4.70818187354193,Supplier 2,,6.0,955.0,26.0,4.46527843494324,Pending,4.137877048622357,ROad,Route C,589.9785556280407
haircare,SKU83,68.91124621160633,,,,Unknown,65.0,24.0,7.0,13.782469116146931,Carrier B,4.949839577996949,Supplier 1,,20.0,443.0,5.0,97.73059380053304,Fail,0.7730061340672478,ROad,Route A,682.9710182260933
,SKU84,89.10436729210225,99.0,618.0,2048.2900998487103,Unknown,,26.0,80.0,10.0,Carrier A,8.381615624922631,Supplier 5,Chennai,24.0,589.0,22.0,92.5930223051695,Pass,4.843456577118041,air,Route B,465.457005963688
cosmetics,SKU85,76.96299441519388,83.0,25.0,8684.613059253858,Female,15.0,18.0,182.70366610172772,,Carrier C,21.780775420666043,,Chennai,4.0,211.0,3.066882146809338,69.9293455186723,Fail,1.3744289997457582,ROad,Route B,
skincare,SKU86,19.99817694040422,18.0,223.0,1229.5910285649834,Unknown,32.0,14.0,22.0,6.0,Carrier B,1.4543053101535517,Supplier 1,Mumbai,4.0,569.0,18.0,74.60896999519468,Pass,2.0515129307662465,Rail,Route A,264.2548898358665
haircare,,80.41403665035574,24.0,152.10049077917296,5133.846701086692,Male,5.0,7.0,55.0,10.0,,6.575803797548535,Supplier 3,Chennai,27.0,523.0,17.0,28.69699682414317,Fail,3.693737787839276,sea,Route B,879.3592177349243
cosmetics,SKU88,75.27040697572501,,737.0,9444.74203306298,Male,60.0,18.0,85.0,7.0,Carrier A,3.8012531329310777,Supplier 2,Mumbai,21.0,953.0,11.0,68.18491905704117,Pending,0.722204401882931,sea,Route A,103.91624796070496
cosmetics,SKU89,97.76008558193868,10.0,134.0,5924.682566853231,Unknown,90.0,1.0,74.7424088597977,8.0,Carrier B,9.92981624527726,Supplier 1,Kolkata,23.0,370.0,11.0,46.60387338164447,,1.9076657339590744,Rail,Route B,
skincare,SKU90,13.881913501359142,56.0,320.0,9592.633570280312,Non-binary,66.0,18.0,96.0,7.0,Carrier B,7.674430708112694,Supplier 3,Bangalore,8.0,585.0,,85.67596333579797,Pass,2.778648959996039,Rail,Route B,990.0784725058112
cosmetics,SKU91,62.11196546396179,90.0,916.0,1935.206793507599,Male,98.0,22.0,85.0,12.059660476628565,Carrier B,7.471514084401146,Supplier 4,,5.0,207.0,28.0,39.772882502339975,Pending,0.6260018582093946,Rail,Route B,996.7783149506238
cosmetics,SKU92,47.71423307582023,44.0,276.0,2100.1297546259366,Male,90.0,25.0,10.0,8.0,Carrier B,11.801089272688467,Supplier 2,Mumbai,,671.0,29.0,62.61269039561434,Pass,0.3334318252247392,Rail,Route B,230.0927825367629
haircare,SKU93,69.29083100290549,88.0,219.48678416235086,4531.4021336919095,Unknown,63.0,17.0,66.0,1.0,Carrier C,7.0064320590043945,Supplier 4,Chennai,21.0,824.0,20.0,35.63365234334388,Fail,4.165781795424145,air,Route A,823.5238458881558
cosmetics,,3.037688724631414,97.0,987.0,7888.356546661873,Unknown,77.0,66.14844416518109,72.0,9.0,Carrier B,6.942945942032581,Supplier 2,Delhi,12.0,908.0,14.0,60.38737861486212,Pass,1.4636074984727798,Rail,Route B,
haircare,SKU95,77.90392721944775,65.0,672.0,7386.363944048664,Unknown,,14.0,26.0,9.0,Carrier B,8.630338869602754,Supplier 4,Mumbai,18.0,450.0,26.0,58.89068576858998,Pending,1.2108821295850665,air,Route A,778.8642413766479
cosmetics,,24.42313142037338,29.0,324.0,7698.424765632117,Non-binary,67.0,5.088341858860084,32.0,3.0,Carrier C,5.352878043996809,Supplier 3,Mumbai,,1933.3070611544958,28.0,,Pending,3.872047681482133,ROad,Route A,188.74214114905695
haircare,SKU97,3.526111259143416,56.0,62.0,4370.916579984536,Male,46.0,19.0,4.0,9.0,Carrier A,7.904845611209675,Supplier 4,Mumbai,10.0,535.0,,65.76515592636746,Fail,3.376237834717981,ROad,Route A,540.1324228679678
skincare,SKU98,19.7546048668786,43.0,913.0,8525.952559683526,Female,53.0,1.0,,7.0,Carrier B,1.409801095138073,Supplier 5,Chennai,28.0,581.0,,5.604690864371781,Pending,2.908122169351261,Rail,Route A,882.1988635470415
,,68.51783269927664,17.0,627.0,,Unknown,55.0,8.0,59.0,6.0,Carrier B,1.3110237561206226,Supplier 2,Chennai,76.52948528921135,921.0,2.0,38.07289852062604,Fail,0.3460272907055034,Rail,Route B,210.74300896424612
haircare,SKU0,69.80800554211577,55.0,802.0,,Non-binary,58.0,7.0,96.0,4.0,Carrier B,2.956572139430807,Supplier 3,Mumbai,29.0,,29.0,46.27987924050832,Pending,0.2264103608499251,ROad,Route B,187.75207545920392
,SKU1,14.84352327508434,95.0,736.0,7460.900065445849,Female,53.0,30.0,37.0,,Carrier A,9.71657477143131,Supplier 3,Mumbai,23.0,517.0,30.0,33.61676895373,Pending,4.854068026388706,ROad,Route B,503.0655791496692
haircare,SKU2,11.319683293090566,34.0,8.0,9577.74962586873,Unknown,,10.0,88.0,2.0,Carrier B,8.054479261732155,Supplier 1,Mumbai,,971.0,27.0,30.688019348284204,Pending,4.580592619199229,air,Route C,
skincare,SKU3,,68.0,83.0,16963.7962200903,Non-binary,23.0,13.0,59.0,,,1.7295685635434288,Supplier 5,Kolkata,24.0,937.0,18.0,35.62474139712503,Fail,4.74664862064775,Rail,Route A,254.77615921928663
skincare,SKU4,4.805496036345893,26.0,1676.956043907084,2686.505151567447,Non-binary,5.0,3.0,56.0,8.0,Carrier A,3.890547915870672,Supplier 1,Delhi,5.0,414.0,3.0,92.06516059871284,Fail,3.145579522833002,air,Route A,923.4406317119222
haircare,SKU5,1.6999760138659377,87.0,147.0,2828.348745975759,Non-binary,90.0,27.0,66.0,3.0,Carrier B,4.444098864382293,Supplier 4,Bangalore,10.0,104.0,17.0,56.7664755574318,Fail,2.7791935115711617,ROad,Route A,235.4612367355375
skincare,SKU6,4.078332863107945,48.0,65.0,7823.476559531737,Male,11.0,15.0,58.0,8.0,Carrier C,3.880763302952003,Supplier 3,Kolkata,14.0,314.0,24.0,1.0850685695870688,Pending,1.0009106193041355,sea,Route A,134.36909686103172
cosmetics,SKU7,,59.0,426.0,8496.103813089838,Female,93.0,17.0,11.0,1.0,Carrier B,2.3483387844177805,Supplier 4,Bangalore,58.05685090905689,564.0,1.0,99.46610860359912,Fail,0.3981771868506506,ROad,Route C,802.0563118175586
,SKU8,,78.0,150.0,7517.363210631127,Female,5.0,10.0,15.0,7.0,Carrier C,3.4047338570830266,Supplier 4,Mumbai,13.0,769.0,8.0,11.423027139565695,Pending,2.709862691109961,sea,Route B,505.55713422546415
skincare,SKU9,64.01573294127854,35.0,1886.8162147289809,4971.145987585558,Unknown,14.0,27.0,83.0,1.0,Carrier A,7.166645291048216,Supplier 2,Chennai,29.0,963.0,,131.34334110612767,Pending,3.844614478767585,Rail,Route B,995.9294614986416
,SKU10,15.707795681912138,11.0,996.0,2330.965802091949,Non-binary,,13.0,80.0,2.0,Carrier C,8.673211211278613,Supplier 5,Kolkata,18.0,830.0,5.0,96.52735278531092,Pass,1.7273139283559424,ROad,Route B,806.103177702923
skincare,SKU11,90.63545998228868,95.0,960.0,6099.944115581452,Female,88.14610722244406,23.0,60.0,1.0,Carrier A,4.523943124316663,Supplier 2,Kolkata,,362.0,11.0,27.592363086663696,Pending,0.0211698213729943,air,Route A,126.72303340940724
haircare,SKU12,71.21338907536008,41.0,336.0,2873.7414460214413,Unknown,100.0,,85.0,4.0,Carrier A,3.499200540004401,Supplier 4,Kolkata,3.0,563.0,3.0,32.32128621342403,Fail,4.92492457062173,ROad,Route B,402.9687890737706
skincare,SKU13,,5.0,249.0,4052.738416237866,Male,80.0,8.0,48.0,9.0,Carrier A,,Supplier 5,Bangalore,23.0,173.0,10.0,97.82905011017328,Pending,1.6310742300715386,ROad,Route B,547.2410051609685
